paper_id;author_id;author_sequence_number
2148387638;2164878939;2
2148395703;2106197859;1
2148395703;2164149751;2
2148407611;2310586316;2
2148407611;2651268368;1
2148410270;247640640;1
2148413148;2006295785;2
2148413148;2104333588;1
2148413148;2136484952;5
2148413148;2498098253;4
2148413148;2671872826;3
2148420597;2140351850;1
2148420597;2162298671;2
2148436895;2106630636;5
2148436895;2117205284;3
2148436895;2433968082;4
2148436895;2585384700;2
2148436895;2754320425;1
2148445031;1835990139;2
2148445031;2329817335;1
2148487672;1902771638;8
2148487672;2103544803;3
2148487672;2118461900;1
2148487672;2171504884;2
2148487672;2303629785;5
2148487672;2439915836;9
2148487672;2654934149;7
2148487672;2718416670;4
2148487672;2799569469;6
2148504430;2238654361;1
2148505242;2898648261;1
2148516707;1534547530;3
2148516707;1831214372;2
2148516707;2617191224;1
2148519294;2016417561;8
2148519294;2025321686;24
2148519294;2033456422;23
2148519294;2067847740;20
2148519294;2073525927;10
2148519294;2074707144;15
2148519294;2097918547;2
2148519294;2102291221;19
2148519294;2112537157;6
2148519294;2112665696;22
2148519294;2122237593;9
2148519294;2126089358;1
2148519294;2145289356;11
2148519294;2151338116;4
2148519294;2153795816;14
2148519294;2294526037;13
2148519294;2304592513;12
2148519294;2437735874;17
2148519294;2555862728;18
2148519294;2556820214;21
2148519294;2575609401;7
2148519294;2595529878;3
2148519294;2600300223;16
2148519294;2615989347;5
2148555678;2152206246;1
2148555678;2228418863;2
2148558079;1994079834;2
2148558079;2043417111;1
2148558079;2131158813;3
2148579995;2223719078;1
2148579995;2305490315;2
2148590589;1907387910;2
2148590589;2149490020;4
2148590589;2290731219;1
2148590589;2471487312;3
2148594505;1994638357;2
2148594505;2150149529;1
2148602242;2106300476;3
2148602242;2165115574;4
2148602242;2496591156;5
2148602242;2692962947;6
2148602242;2899543212;2
2148602242;2899577409;1
2148635534;2574210146;1
2148635534;2672123322;2
2148647193;705774569;4
2148647193;2001837968;2
2148647193;2332951602;3
2148647193;2706443105;1
2148686545;2497904452;3
2148686545;2639939929;2
2148686545;2707592502;1
2148713609;1672749942;3
2148713609;2009660514;6
2148713609;2099365047;1
2148713609;2111668110;2
2148713609;2144192189;4
2148713609;2776117567;5
2148725305;2132891653;2
2148725305;2328658054;1
2148730737;1532798071;7
2148730737;2069290209;6
2148730737;2140499680;1
2148730737;2196179428;4
2148730737;2214700643;2
2148730737;2304690735;5
2148730737;2777625357;3
2148730737;2858703256;9
2148730737;2882551522;8
2148731626;238840419;1
2148731626;2112746441;4
2148731626;2124210838;5
2148731626;2124358495;2
2148734466;1210828632;3
2148734466;1546803834;4
2148734466;2067904235;1
2148734466;2147343253;2
2148735423;2070539660;2
2148735423;2100882209;1
2148735423;2311088539;3
2148750274;326678651;3
2148750274;1135155970;2
2148750274;2511217577;1
2148775223;1970038855;1
2148775223;2122423217;2
2148776522;2288650780;1
2148776522;2664525572;2
2148794123;1998152884;5
2148794123;2055342741;4
2148794123;2128248289;3
2148794123;2573716356;1
2148794123;2734280418;2
2148794123;2798188111;6
2148802884;2615034368;2
2148802884;2662428268;1
2148870222;2030366862;2
2148870222;2540838104;1
2148907886;2141153954;3
2148907886;2181540284;2
2148907886;2275840515;1
2148921148;2250804251;1
2148936195;2130529548;3
2148936195;2148914699;4
2148936195;2500916684;1
2148936195;2629229901;2
2148938460;1624870934;2
2148938460;2180836395;3
2148938460;2588357664;1
2148946085;59175312;3
2148946085;59175312;3
2148946085;2071382737;1
2148946085;2252553782;2
2148946085;2252553782;2
2148951884;244126819;4
2148951884;262614650;1
2148951884;308868717;3
2148951884;2011622855;2
2148951884;2907583233;5
2148959758;1946757351;6
2148959758;1997938366;1
2148959758;2043852209;3
2148959758;2118547253;4
2148959758;2223948068;5
2148959758;2894463936;2
2148983977;5273470;2
2148983977;166874359;1
2148991304;2101918746;3
2148991304;2106867116;1
2148991304;2148221982;2
2148991304;2172024763;5
2148991304;2434264099;4
2148998071;2635164389;1
2149007956;2046795088;2
2149007956;2192798605;1
2149019354;668764113;2
2149019354;2780372441;1
2149022369;2087252583;7
2149022369;2110342502;1
2149022369;2112500926;6
2149022369;2160268547;2
2149022369;2167639229;3
2149022369;2307815795;4
2149022369;2806537591;5
2149024945;1997951864;3
2149024945;2504677117;1
2149024945;2580950090;2
2149032163;2078060999;1
2149032163;2147574392;5
2149032163;2222929314;4
2149032163;2227573705;2
2149032163;2763012967;3
2149041137;1994982220;1
2149050603;1148572950;3
2149050603;1766489359;9
2149050603;2103042804;8
2149050603;2141288532;11
2149050603;2161226735;2
2149050603;2231551659;5
2149050603;2231765693;7
2149050603;2232556422;6
2149050603;2269120092;4
2149050603;2577345761;10
2149097938;100176519;4
2149097938;1255695885;1
2149097938;2134718546;3
2149097938;2332220037;2
2149131587;2102163014;5
2149131587;2107797897;6
2149131587;2151709391;1
2149131587;2167601557;3
2149131587;2664023496;2
2149131587;2681836396;4
2149136434;142799918;1
2149136434;731384162;2
2149154575;2148356180;1
2149161707;1971854439;3
2149161707;2027154195;1
2149161707;2119703878;4
2149161707;2142812457;2
2149200141;267457013;2
2149200141;2308550522;1
2149203023;2059514868;2
2149203023;2097901532;4
2149203023;2259790737;1
2149203023;2296065211;3
2149205570;2000183772;5
2149205570;2064350805;3
2149205570;2201231914;4
2149205570;2225154029;2
2149205570;2227223000;1
2149208652;21649824;1
2149209690;1993958020;2
2149213058;263865610;1
2149213058;285822418;3
2149213058;2126875334;4
2149213058;2146157954;2
2149219686;1694160052;1
2149219686;1980442511;4
2149219686;2014176080;3
2149219686;2598971756;2
2149230222;2569159862;1
2149256532;1250712854;6
2149256532;1943118348;7
2149256532;1992607518;4
2149256532;2121196813;5
2149256532;2226386793;1
2149256532;2345645965;2
2149256532;2569521508;3
2149259644;213850259;3
2149259644;2035070196;2
2149259644;2122551673;1
2149264816;2171679270;1
2149294419;2223746092;2
2149294419;2225203435;1
2149294419;2652799860;3
2149294419;2675551752;5
2149294419;2689231282;4
2149294419;2695451426;6
2149317092;1937433846;2
2149317092;2105201855;5
2149317092;2118955887;4
2149317092;2129944720;3
2149317092;2162286411;1
2149318787;2649414543;1
2149318787;2660064800;2
2149318787;2700093181;3
2149326186;2674130769;1
2149326186;2694250676;2
2149332715;2686135480;1
2149351841;250135106;3
2149351841;2336609571;2
2149351841;2579353256;1
2149359100;2015235164;2
2149359100;2147160789;1
2149386833;37046778;2
2149386833;726599758;3
2149386833;2147336326;1
2149399984;2121769711;4
2149399984;2125262956;2
2149399984;2150781244;3
2149399984;2167581358;1
2149402931;188290536;2
2149402931;391330844;3
2149402931;1227402686;1
2149402931;2289128761;4
2149422685;341080092;1
2149422685;2018682516;2
2149422685;2046386288;4
2149422685;2149509809;3
2149422685;2306453542;5
2149422685;2607413839;6
2149437470;1833946218;3
2149437470;2112267212;1
2149437470;2427738958;4
2149437470;2484045536;2
2149449250;2130365379;2
2149449250;2304591211;4
2149449250;2344168714;1
2149449250;2892680121;3
2149472792;327243226;1
2149472792;2138458960;3
2149498137;2645334741;2
2149498137;2805951262;6
2149489931;563069026;2
2149489931;731054299;1
2149498137;1913140909;5
2149498137;2500366947;4
2149498137;2624406135;3
2149498137;2807118402;1
2149501670;287281087;1
2149501670;2713917897;2
2149509417;237265413;1
2149509417;1983982202;2
2149515275;1971971201;1
2149515275;2107935922;2
2149523497;37046778;2
2149523497;581711191;1
2149523497;581711191;1
2149523497;1271443436;5
2149523497;2420321579;4
2149523497;2673239659;3
2149536816;2292950761;3
2149536816;2515393505;2
2149536816;2703023086;1
2149541697;2150905029;2
2149541697;2897453931;1
2149545214;1997718382;2
2149546769;403640012;2
2149546769;2442301337;1
2149556824;2137918603;4
2149556824;2021493578;3
2149556824;2118250539;1
2149556824;2132958025;2
2149556824;2633838519;5
2149557512;2107516595;3
2149557512;2122423217;4
2149557512;2130318117;1
2149557512;2208814380;2
2149564878;29812362;1
2149564878;334765096;3
2149564878;2170486521;2
2149564878;2223817580;5
2149564878;2477217414;4
2149569288;89785269;4
2149569288;2116787695;3
2149569288;2154968417;6
2149569288;2227428638;1
2149569288;2667908807;5
2149569288;2780606638;2
2149582427;2023338091;4
2149582427;2104494131;1
2149582427;2130087611;2
2149582427;2140608435;3
2149586697;1979214095;5
2149586697;2033250585;6
2149586697;2109263573;2
2149586697;2598822232;4
2149586697;2603270446;3
2149586697;2674093542;1
2149587266;302613003;3
2149587266;1993444766;2
2149587266;2153435029;1
2149593275;2229621120;1
2149593275;2303663326;2
2149593275;2441345094;4
2149593275;2700364225;3
2149606210;2142643948;1
2149606210;2228004295;2
2149623966;1903964625;2
2149623966;2122650956;3
2149623966;2707007376;4
2149623966;2805073432;1
2149634109;2033025021;1
2149634109;157915158;3
2149634109;2810973772;2
2149644520;1982778201;1
2149644520;2121010347;4
2149644520;2141409835;3
2149644520;2147860020;2
2149644520;2571495213;5
2149694432;2019835715;1
2149694432;2083426550;4
2149694432;2098528998;2
2149694432;2144103282;3
2149712995;2098348456;2
2149712995;2099541584;4
2149712995;2245214548;3
2149712995;2424712622;1
2149717016;80170140;2
2149717016;2225383955;1
2149717016;2284288079;3
2149723361;2121518962;1
2149723361;2640076480;2
2149735913;2157498336;1
2149752718;2115096053;1
2149752718;2118691189;2
2149752718;2122413209;4
2149752718;2424396372;3
2149852525;1931433256;1
2149852525;2123307573;2
2149852525;2136127216;3
2149853639;346434929;1
2149857318;2001770860;1
2149857318;2021012494;5
2149857318;2021940073;8
2149857318;2079370109;2
2149857318;2121884073;4
2149857318;2122581023;7
2149857318;2327179797;6
2149857318;2755237400;3
2149861481;1992103274;3
2149861481;2160211615;2
2149861481;2710651765;1
2149865203;79539668;1
2149865203;2150898947;2
2149882172;952580782;1
2149882172;2030733914;2
2149882172;2087000428;6
2149882172;2183757676;3
2149882172;2307899309;5
2149882172;2500903711;7
2149882172;2643508099;4
2149882172;2723605666;8
2149889968;1890083705;1
2149889968;1965596584;2
2149889968;2141528266;3
2149889968;2149331220;4
2149889968;2305054701;5
2149918683;1969849793;2
2149918683;2224868009;3
2149918683;2306844920;1
2149922007;2149907405;4
2149922007;2168009330;1
2149922007;2640304563;3
2149922007;2701901026;2
2149931362;2076420186;2
2149931362;2111668110;1
2149931362;2154968417;5
2149931362;2722017455;4
2149931362;2776908349;3
2149935583;2150652450;1
2149935583;2697825262;2
2149940857;2251587759;2
2149940857;2556424179;1
2150014546;2160455265;1
2150014546;1569396467;2
2150017883;2632735895;1
2150017883;2709536444;2
2150019344;2101414111;2
2150019344;2432027665;1
2150039454;2159242550;3
2150039454;2647283587;2
2150039454;2648073393;1
2150046558;2103147090;1
2150064314;2010420388;3
2150064314;2027659215;1
2150064314;2112251266;2
2150064314;2122423217;4
2150085383;2304140017;2
2150085383;2779622929;1
2150088171;734009385;5
2150088171;1974154584;1
2150088171;2046101863;4
2150088171;2147935458;3
2150088171;2441303972;2
2150101874;2143297227;1
2150101874;2533120949;3
2150122589;2443066658;1
2150160673;2134659517;2
2150160673;2236376381;1
2150161078;2308794863;1
2150188162;2029440364;1
2150188162;2132085530;2
2150206514;287281087;1
2150206514;1996125042;2
2150217771;2632703493;1
2150219661;99198979;2
2150219661;2306256383;3
2150219661;2738112960;1
2150221614;2440458778;2
2150221614;2607797892;1
2150231912;2100961798;1
2150231912;2143837512;2
2150231912;2160054475;4
2150231912;2553505386;5
2150231912;2654202234;3
2150231912;2799076863;6
2150239839;2013743603;3
2150239839;2102846446;4
2150239839;2318782723;5
2150239839;2418631397;2
2150239839;2779207392;1
2150246805;2130365379;2
2150246805;2344168714;1
2150256649;1997267686;1
2150256649;2131744955;3
2150256649;2142031448;2
2150300285;287281087;1
2150300285;2713917897;2
2150308865;2106066076;1
2150308865;2279314895;2
2150308865;2431412316;3
2150338781;2166087681;1
2150359654;2105452349;1
2150359654;2158171975;2
2150368284;1968382255;1
2150368284;2133559549;3
2150368284;2638887607;2
2150375547;2297507796;2
2150375547;2608045918;3
2150375547;2809858041;1
2150381883;1569354445;3
2150381883;1974874012;2
2150381883;2140503285;1
2150394469;263994822;6
2150394469;287062656;5
2150394469;1209312295;8
2150394469;1853018536;4
2150394469;2105177782;10
2150394469;2122059409;9
2150394469;2122502592;13
2150394469;2127741013;7
2150394469;2136556746;11
2150394469;2193889807;3
2150394469;2237445521;12
2150394469;2462382856;1
2150394469;2503966372;2
2150412788;2320988712;1
2150415161;2030039896;3
2150415161;2110385964;1
2150415161;2611567082;2
2150435765;286406747;2
2150435765;2154272337;1
2150438725;1936465587;3
2150438725;2144280722;2
2150438725;2686908046;1
2150441459;2127922873;1
2150441459;2305782656;2
2150441459;2659815101;3
2150477046;2156108948;1
2150477046;2724440313;2
2150542324;2275878582;2
2150542324;2297191790;1
2150542324;2428774353;3
2150571930;2421222120;3
2150571930;2631740573;2
2150571930;2715272180;1
2150609551;2044654921;2
2150609551;2306213389;3
2150609551;2708328809;1
2150642105;2225511022;1
2150642105;2648989887;2
2150642105;2667671514;3
2150642105;2716006452;4
2150658140;2486787279;3
2150658140;2677382638;2
2150658140;2776205713;1
2150663666;2120323459;4
2150663666;2122407108;2
2150663666;2134126845;3
2150663666;2311989274;1
2150670604;296214965;2
2150670604;1844389346;1
2150670604;2144459651;3
2150670604;2650466058;4
2150671002;1992120996;5
2150671002;2135661687;1
2150671002;2164413038;4
2150671002;2226795488;2
2150671002;2295549562;3
2150679872;2135434929;1
2150679872;2143783256;3
2150679872;2893479634;2
2150694943;2240600815;1
2150712164;729757375;3
2150712164;2051254906;2
2150712164;2081060458;4
2150712164;2810479663;1
2150713050;25798412;1
2150713050;2307611152;2
2150725926;2142767055;2
2150725926;2144084461;4
2150725926;2306849881;3
2150725926;2308595095;1
2150739259;1991190249;1
2150771405;2651805911;2
2150771405;2701530812;1
2150785932;2193023912;2
2150785932;2305748334;1
2150801751;2162262327;2
2150801751;2177609523;1
2150864812;1536185656;2
2150864812;1999230339;1
2150864812;2021298894;3
2150864812;2050675000;4
2150866671;382905021;5
2150866671;2042301190;4
2150866671;2102169363;2
2150866671;2108592759;1
2150866671;2159848645;3
2150884640;304023913;2
2150884640;1974515993;1
2150884640;2137822816;5
2150884640;2343557966;3
2150884640;2779872332;6
2150884640;2892865987;4
2150903702;1441150010;1
2150903702;1741769908;7
2150903702;1888977855;6
2150903702;2024344695;3
2150903702;2504853861;5
2150903702;2777552660;2
2150903702;2893598363;4
2150906942;222814572;2
2150906942;2165267186;1
2150920909;2101567759;2
2150920909;2146693651;1
2150925050;699249659;3
2150925050;2017391874;2
2150925050;2777268725;1
2150950683;292280582;1
2150950683;1452793399;2
2150950683;2117564997;3
2150950683;2149490020;4
2150950683;2885292108;5
2150952824;2511498374;3
2150952824;2616646230;1
2150952824;2897947439;2
2150954933;251833278;1
2150954933;2145996821;2
2150972473;2142657841;3
2150972473;2143778330;1
2150972473;2151709391;2
2150999176;2584487430;1
2150999176;2584487430;1
2150999176;2637950534;3
2150999176;2858330106;2
2151007029;292280582;1
2151007029;874509277;4
2151007029;2111704760;2
2151007029;2149490020;5
2151007029;2522483917;3
2151018003;2242452559;1
2151022533;2110229020;8
2151022533;2119233585;7
2151022533;2123746788;1
2151022533;2160430097;5
2151022533;2309436987;2
2151022533;2477044471;6
2151022533;2823137919;4
2151022533;2878498829;3
2151040366;2118636684;1
2151045902;1210828632;3
2151045902;2147343253;1
2151045902;2798388575;2
2151059497;2234529216;1
2151065734;2026569628;3
2151065734;2289388663;2
2151065734;2351744684;1
2151065734;2359105647;5
2151065734;2398700674;4
2151112713;2572902085;3
2151112713;1904308809;1
2151112713;2644519694;4
2151112713;2754394729;2
2151117617;2311993136;1
2151122093;1271046051;5
2151122093;2072908476;1
2151122093;2292657080;2
2151122093;2313642642;3
2151122093;2579369268;6
2151122093;2627724460;4
2151141789;2019309144;6
2151141789;2222200564;3
2151141789;2228178917;2
2151141789;2251498700;5
2151141789;2292763978;1
2151141789;2640275858;4
2151177154;2139317975;2
2151177154;2646037229;1
2151235150;381684436;2
2151235150;1995013761;1
2151235150;2777759551;3
2151245551;2224730564;1
2151245787;2068440040;3
2151245787;2092578733;1
2151245787;2298070891;2
2151249461;1110079350;2
2151249461;2137993087;4
2151249461;2146803218;1
2151249461;2182953115;3
2151256825;2232422891;2
2151256825;2719067033;1
2151260473;1997632102;1
2151260473;2140191612;2
2151260985;2141916021;1
2151260985;2275453078;2
2151278811;2142032790;2
2151278811;2274667016;1
2151308089;2102429099;2
2151308089;2117460279;1
2151308089;2289414603;3
2151331917;207896225;2
2151331917;1995029789;3
2151331917;2893723063;1
2151332443;202346073;1
2151332443;2196587413;2
2151340426;2121694885;1
2151340426;2222111205;2
2151340426;2250790915;3
2151365207;2690300748;1
2151402109;2893571162;1
2151412512;2049612993;4
2151412512;2165213394;1
2151412512;2208814380;3
2151412512;2247459556;2
2151415036;195975349;2
2151415036;275206382;1
2151415036;2077945411;3
2151426255;733128536;3
2151426255;1916366858;2
2151426255;2149203428;1
2151439472;2030174540;3
2151439472;2641973187;4
2151439472;2713574925;1
2151439472;2893944762;2
2151441011;2755326517;1
2151445413;2261718262;1
2151445413;2271486609;3
2151445413;2427233496;2
2151458479;1966355565;2
2151458479;2579420105;1
2151463486;675330185;1
2151463486;2145806822;2
2151463486;2163697134;3
2151475858;1214833421;1
2151489885;2709435025;1
2151489885;2719877301;2
2151491037;1193902500;4
2151491037;2013910320;5
2151491037;2261387051;3
2151491037;2474675486;2
2151491037;2894038642;1
2151500193;111041040;4
2151500193;2119168749;2
2151500193;2158833350;3
2151500193;2166790873;1
2151514706;58434540;3
2151514706;1990835124;4
2151514706;2132849971;6
2151514706;2162237831;2
2151514706;2163362677;5
2151514706;2206234284;1
2151514926;2096377446;3
2151514926;2222001017;1
2151514926;2599314257;2
2151524858;94049422;2
2151524858;293694482;1
2151524858;2103243302;3
2151530263;2147343253;1
2151545585;2149589983;1
2151545585;2162237831;2
2151555842;2793185527;1
2151556821;357581033;1
2151556821;1966312068;2
2151556821;1973679749;5
2151556821;2012553288;6
2151556821;2497988100;4
2151556821;2682058530;3
2151564521;2143490654;1
2151564521;2632996204;2
2151567934;2063955674;2
2151567934;2134360583;1
2151575822;1210828632;3
2151575822;1546803834;5
2151575822;2147343253;1
2151575822;2401110815;4
2151575822;2548562132;2
2151583791;2147723296;3
2151583791;2171996713;1
2151583791;2225536367;2
2151590486;2119603840;1
2151620113;222580069;4
2151620113;656131682;5
2151620113;2142539566;2
2151620113;2144331844;3
2151620113;2305654837;1
2151628657;1995216405;3
2151628657;2140634545;2
2151628657;2224960419;1
2151660221;2501352918;3
2151660221;2677620940;1
2151660221;2709499150;2
2151664338;2120986089;3
2151664338;2229079371;2
2151664338;2299558320;1
2151679699;697485824;2
2151679699;1208949056;6
2151679699;2125348590;3
2151679699;2136127216;7
2151679699;2142123371;1
2151679699;2209779839;5
2151679699;2315153001;4
2151721743;188867106;4
2151721743;2103921404;2
2151721743;2179644903;5
2151721743;2306955562;3
2151721743;2344438974;1
2151730121;2005163446;1
2151730121;2146567637;2
2151730121;2265261217;3
2151733767;2344230282;1
2151778459;260981774;2
2151778459;2007518848;1
2151791284;603833024;4
2151791284;2062501977;1
2151791284;2233999445;2
2151791284;2270766433;3
2151794252;2204849823;1
2151794252;2630995107;4
2151794252;2673037796;3
2151794252;2681494526;5
2151794252;2716106860;2
2151804005;2113343540;1
2151804005;2130551080;3
2151804005;2136832879;2
2151804005;2578437803;4
2151837131;2104566794;1
2151837131;2430948648;3
2151837131;2788698805;2
2151840883;1977991679;4
2151840883;2025958750;3
2151840883;2110715440;2
2151840883;2422260959;1
2151873121;2101528751;6
2151873121;2126668201;7
2151873121;2138340080;4
2151873121;2153907951;2
2151873121;2156312165;5
2151873121;2256268502;1
2151873121;2686931395;3
2151882909;1993044089;1
2151882909;2122423217;3
2151882909;2164010038;2
2151886579;2107516280;1
2151886579;2110109274;2
2151886579;2214997370;3
2151900588;2120893302;1
2151900588;2249147384;2
2151907143;1998742316;3
2151907143;2143646669;2
2151907143;2153177010;1
2151907143;2163537161;5
2151907143;2193668785;4
2151926933;74714162;6
2151926933;101837688;1
2151926933;1248938327;4
2151926933;1853703118;11
2151926933;1977881803;5
2151926933;1981749074;15
2151926933;2140801132;12
2151926933;2156559961;8
2151926933;2169808706;13
2151926933;2318890331;10
2151926933;2564159384;2
2151926933;2645674273;7
2151926933;2670294216;14
2151926933;2671784426;9
2151926933;2677978584;3
2151933245;2141153954;3
2151933245;2181540284;1
2151933245;2275840515;2
2151938508;2118449066;1
2151938508;2183385468;2
2151938630;242315540;2
2151938630;349917418;1
2151938630;2145714560;4
2151938630;2290651622;3
2151948537;743507883;2
2151948537;2134604162;1
2151955461;693769535;1
2151990362;2228004295;1
2151990367;2128144932;1
2151990367;2167548683;3
2151990367;2860025936;2
2151993431;2152085134;1
2151993431;2434455660;2
2151993431;2617995938;3
2151996410;2128447606;1
2151996410;2140778852;2
2151996410;2602480624;3
2151999345;2097229322;2
2151999345;2160190938;1
2152010049;2079198873;1
2152010049;2108299838;4
2152010049;2431390692;3
2152010049;2893797544;2
2152035676;1989824398;2
2152035676;2669337767;1
2152037610;2005110205;2
2152037610;2187434097;1
2152037610;2437205311;5
2152037610;2559556889;3
2152037610;2881911397;4
2152042363;2789235511;1
2152052242;2222374783;1
2152052242;2471229198;2
2152058270;1857034261;3
2152058270;2061291371;1
2152058270;2099814946;2
2152060573;1214873753;1
2152060573;2108872182;3
2152060573;2649235702;2
2152107033;724186775;4
2152107033;2140812180;1
2152107033;2295682018;3
2152107033;2721141919;2
2152110644;2028517404;3
2152110644;2498046625;2
2152110644;2559053550;1
2152178820;2109774765;3
2152178820;2589830763;2
2152178820;2594780366;1
2152186285;1937785728;3
2152186285;2001850099;2
2152186285;2640192719;1
2152186285;2712832338;5
2152186285;2713126295;4
2152194653;2023338091;5
2152194653;2098410503;3
2152194653;2099872152;4
2152194653;2104494131;1
2152194653;2471229198;2
2152220206;10726887;1
2152220206;403640012;3
2152220206;2223543618;2
2152232056;1276607562;4
2152232056;2103501762;7
2152232056;2123219027;6
2152232056;2158423517;2
2152232056;2170932459;1
2152232056;2486716515;5
2152232056;2522283864;3
2152237065;2122423217;2
2152237065;2137409845;3
2152237065;2498305051;1
2152237065;2861755213;4
2152245018;668764113;2
2152245018;2780372441;1
2152249379;2631455297;1
2152249379;2690166696;2
2152282277;2799008366;1
2152299761;151479452;3
2152299761;738155561;4
2152299761;2108173951;2
2152299761;2110696308;1
2152299761;2153026795;5
2152303229;2101885524;3
2152303229;2133675484;4
2152303229;2167228456;2
2152303229;2436362627;1
2152323456;749507849;1
2152323456;2124302302;2
2152323456;2130938194;3
2152323456;2401055643;4
2152331408;497422635;2
2152331408;2157451750;1
2152356627;2120088882;3
2152356627;2122502592;2
2152356627;2690746785;1
2152397153;2118248182;1
2152397153;2224395267;2
2152397153;2572675584;3
2152415549;1239001225;2
2152415549;1858639597;7
2152415549;2162382818;1
2152415549;2212350525;3
2152415549;2287686973;6
2152415549;2289440139;4
2152415549;2714387382;5
2152448680;2123408939;1
2152448680;2154968417;3
2152448680;2798700206;2
2152460728;1991332810;1
2152462092;1925594792;4
2152462092;2064438914;3
2152462092;2108439623;2
2152462092;2150246517;5
2152462092;2572879375;1
2152470075;2628113748;2
2152470075;2651356260;1
2152503713;2659110881;1
2152503947;2030902762;1
2152503947;2125314167;3
2152503947;2149625712;5
2152503947;2286764163;4
2152503947;2492498613;2
2152518342;2208814380;2
2152518342;2288556533;1
2152523312;2641019826;1
2152528170;2107935922;2
2152528170;2123639515;1
2152538582;2014907840;1
2152538582;2026169623;5
2152538582;2126990796;4
2152538582;2217452330;3
2152538582;2716488569;2
2152540360;242315540;1
2152543879;402616630;2
2152543879;2108907978;1
2152543879;2111107269;3
2152555884;2069749540;2
2152555884;2228671476;3
2152555884;2306736065;1
2152593625;150003161;1
2152593625;155902377;2
2152593625;592939107;4
2152593625;1237612548;3
2152595737;2101266097;1
2152595737;2103237498;3
2152595737;2147693338;5
2152595737;2147723296;4
2152595737;2153878184;2
2152606398;384813227;2
2152606398;2065369832;1
2152606398;2087933756;3
2152620919;106946628;2
2152620919;2030039896;3
2152620919;2111836666;1
2152621157;2001595673;2
2152621157;2012282979;3
2152621157;2140209713;1
2152654846;2506233768;4
2152654846;2634867846;3
2152654846;2648579211;5
2152654846;2649201425;2
2152654846;2662308942;1
2152727073;2140248538;2
2152727073;2482316081;1
2152727073;2537308940;3
2152727073;2892571467;4
2152745173;1986934400;4
2152745173;2231796794;2
2152745173;2262319289;3
2152745173;2517676422;1
2152766095;2171386572;1
2152766095;2200185406;3
2152766095;2200185406;3
2152766095;2399477469;2
2152778332;2506813506;1
2152788700;1988164005;1
2152788700;2302794858;2
2152806680;429859233;7
2152806680;2010588145;1
2152806680;2277673019;5
2152806680;2279057363;3
2152806680;2284705404;4
2152806680;2557600806;6
2152806680;2580488068;2
2152823229;1567591177;3
2152823229;2018036888;1
2152823229;2140022242;2
2152827336;942936155;6
2152827336;2019761354;7
2152827336;2037139690;9
2152827336;2117693971;3
2152827336;2125740944;5
2152827336;2142771721;4
2152827336;2570943861;1
2152827336;2639895066;8
2152827336;2700298661;2
2152834394;179011311;4
2152834394;2035969603;3
2152834394;2085520764;1
2152834394;2178228402;2
2152854240;2001154533;2
2152854240;2008884277;3
2152854240;2088994775;1
2152867385;1916243170;3
2152867385;2020515422;2
2152867385;2488444791;1
2152868279;2173456548;1
2152868279;2807146072;2
2152872465;2342445888;4
2152872465;2403633216;5
2152877156;1960472499;1
2152883980;2278196982;2
2152883980;2892809751;1
2152903964;2101633759;1
2152903964;2168700860;2
2152903964;2280556204;3
2152922709;2044770413;1
2152922709;2112794371;3
2152922709;2225733586;2
2152935971;2085496420;1
2152935971;2136258827;2
2152952716;128274044;4
2152952716;198352485;2
2152952716;1993819594;1
2152952716;2665071520;3
2152966998;2153518778;3
2152966998;2226732259;2
2152966998;2720904461;1
2153018945;2077013643;1
2153018945;2294612168;3
2153018945;2854506337;2
2153031180;2501107891;1
2153046447;1973676801;3
2153046447;2015235164;2
2153046447;2099210449;1
2153050563;2044057687;2
2153050563;2100324971;3
2153050563;2101266097;5
2153050563;2111177146;1
2153050563;2420187967;4
2153061527;2003035536;2
2153061527;2108433387;1
2153061527;2123005041;3
2153069782;2224706071;2
2153069782;2640911251;1
2153074126;2096604688;2
2153074126;2139883648;1
2153081715;1991399815;2
2153081715;2131349263;1
2153082094;2118447230;3
2153082094;2124973724;1
2153082094;2143049138;2
2153085802;2015901130;2
2153085802;2171577936;3
2153085802;2894399639;1
2153096151;718039462;3
2153096151;2154627022;2
2153096151;2231903783;1
2153100187;2546291539;1
2153128068;2630504448;1
2153128068;2661519955;2
2153160300;2226092673;1
2153160300;2442489067;2
2153189382;242315540;1
2153189382;1957300942;3
2153189382;2229233281;2
2153215558;2067213910;1
2153247251;1784647638;3
2153247251;2071714688;1
2153247251;2157666506;2
2153257373;2008202262;2
2153257373;2051990774;1
2153257373;2232317306;3
2153278536;2109631312;2
2153278536;2150284195;3
2153278536;2154224305;1
2153289388;195441492;3
2153289388;1232541948;1
2153289388;1836783615;4
2153289388;2185688192;2
2153291876;675330185;1
2153291876;2145806822;3
2153291876;2163697134;2
2153294466;2638353545;1
2153311621;1429185800;5
2153311621;2079411270;2
2153311621;2128962052;3
2153311621;2649652995;4
2153311621;2714002824;1
2153312812;265596864;2
2153312812;2033870557;1
2153312812;2138458960;3
2153319362;2101366019;3
2153319362;2155957706;2
2153319362;2171527516;1
2153325643;2112136438;1
2153355160;2631821784;1
2153361262;316323994;1
2153361262;2146731111;3
2153361262;2163537161;2
2153361262;2678918449;4
2153367278;243248437;3
2153367278;2038232653;2
2153367278;2808831605;1
2153394514;2146863373;1
