paper_id;author_id;author_sequence_number
2043079201;1433680251;1
2043079201;2226417668;3
2043079201;2580182132;2
2043079201;2654726443;4
2043102684;1858097683;2
2043102684;2220391272;1
2043105435;350381337;2
2043105435;1971752061;3
2043105435;2056074960;4
2043105435;2248949664;1
2043116078;273213970;1
2043116078;1781676976;2
2043116078;2099360608;5
2043116078;2164584429;3
2043116078;2227051598;4
2043117024;2128153363;3
2043117024;2149723339;1
2043117024;2433025733;4
2043117024;2700353580;2
2043155308;2007756423;1
2043155308;2149494377;2
2043170279;2498529082;2
2043170279;2643699081;1
2043170279;2804454825;3
2043205701;670740065;2
2043205701;2307837673;4
2043205701;2421637910;3
2043205701;2616891161;1
2043239878;2310034194;1
2043239878;2319299806;4
2043239878;2646224215;3
2043239878;2668330789;2
2043300470;2098083149;1
2043300470;2153176025;4
2043300470;2306389675;3
2043300470;2483657464;2
2043343860;216611935;1
2043343860;403640012;2
2043343860;1978137870;7
2043343860;2056263244;4
2043343860;2087252583;14
2043343860;2110342502;11
2043343860;2145731959;5
2043343860;2160268547;10
2043343860;2238063413;9
2043343860;2247577107;6
2043343860;2281650662;12
2043343860;2308797500;8
2043343860;2576825059;13
2043343860;2688139758;3
2043400010;2108489434;4
2043400010;2113965550;2
2043400010;2232123218;3
2043400010;2303270912;1
2043412530;2102753620;2
2043412530;2133786624;3
2043412530;2582406092;1
2043421933;213011385;1
2043421933;1980495847;4
2043421933;1986472849;7
2043421933;1988058649;3
2043421933;2158734040;6
2043421933;2309374700;2
2043421933;2359546016;5
2043427198;2616217714;1
2043462697;2103460379;1
2043462697;2119727457;4
2043462697;2133371225;3
2043462697;2650697551;2
2043475427;1981432534;2
2043475427;2029548703;3
2043475427;2158819549;1
2043475427;2501827062;5
2043475427;2514403774;6
2043475427;2556318855;7
2043475427;2640719586;8
2043475427;2895600119;4
2043478169;2346073216;1
2043478169;2767596021;4
2043478169;2767648508;3
2043478169;2767912308;2
2043500882;139560512;1
2043500882;2028005064;2
2043500882;2345075623;3
2043517536;1929791748;2
2043517536;2122423217;4
2043517536;2231066526;3
2043517536;2573131509;1
2043523210;102385966;3
2043523210;2023608286;4
2043523210;2565114143;2
2043523210;2776075391;1
2043546836;1239001225;2
2043546836;2159764403;4
2043546836;2166379928;3
2043546836;2287686973;1
2043546836;2287686973;1
2043610878;2432251088;1
2043610878;2608763331;4
2043610878;2647672567;2
2043610878;2779641081;3
2043626579;2744826975;1
2043652407;2132477720;5
2043652407;2163779019;3
2043652407;2296913293;2
2043652407;2511607279;1
2043652407;2780503250;4
2043673682;2305880701;2
2043673682;2442789365;3
2043673682;2669634753;1
2043681540;193994343;3
2043681540;295001648;1
2043681540;2225621900;4
2043681540;2227230020;2
2043698302;1991760033;4
2043698302;2126857618;1
2043698302;2283410770;3
2043698302;2526447105;2
2043721187;2116341331;4
2043721187;2148192321;5
2043721187;2166121279;3
2043721187;2244729437;1
2043721187;2268170418;2
2043810466;2024092455;1
2043810466;2132871797;3
2043810466;2494180465;4
2043810466;2494722405;2
2043904450;2121104619;1
2043904450;2311319803;3
2043904450;2527376453;2
2043904450;2699735092;4
2043938753;2098093913;1
2043938753;2117023062;2
2043965385;2222999873;2
2043965385;2227188727;1
2043965385;2301201649;3
2044007092;2106630185;1
2044033885;1973485715;3
2044033885;2280054217;1
2044033885;2308954626;2
2044034676;2110385964;2
2044034676;2228209236;1
2044058113;2104423006;1
2044058113;2105275511;4
2044058113;2227744130;5
2044058113;2228957528;6
2044058113;2308130719;3
2044058113;2628825950;2
2044058741;2897812943;1
2044063771;693769535;1
2044063771;1208488883;2
2044066991;2128525889;3
2044066991;2200807582;5
2044066991;2243156334;1
2044066991;2489186952;4
2044066991;2749180233;2
2044083228;2642083522;1
2044083228;2652621828;2
2044095403;572302453;4
2044095403;576720420;2
2044095403;2017423706;1
2044095403;2223566214;3
2044102377;220422686;2
2044102377;2063640528;3
2044102377;2112690490;4
2044102377;2194441799;1
2044105167;42138872;2
2044135788;2087252583;3
2044135788;2140912119;1
2044135788;2160268547;2
2044157723;756122464;2
2044157723;1969670978;3
2044157723;2222988242;1
2044178995;2222468563;1
2044178995;2223681071;2
2044178995;2230276213;4
2044178995;2443885490;3
2044199066;1998742316;3
2044199066;2163537161;6
2044199066;2190549940;5
2044199066;2193668785;7
2044199066;2303911481;1
2044199066;2308869822;2
2044199066;2400257567;4
2044199066;2623138464;9
2044199066;2723072431;8
2044222306;1947666690;2
2044222306;2149494377;1
2044240015;1680266625;3
2044240015;2070032346;2
2044240015;2431355601;4
2044240015;2753181142;1
2044240216;1981173961;3
2044240216;2122423217;4
2044240216;2156349750;1
2044240216;2503946360;2
2044344703;2578018269;1
2044348280;2223888823;1
2044348280;2228186147;2
2044360462;2224734793;1
2044360462;2226588394;2
2044360462;2507006399;3
2044360462;2663679479;4
2044390500;2650387116;1
2044434908;2222732302;2
2044434908;2662465577;1
2044450062;2122531173;1
2044450062;2231711195;2
2044459325;1814184845;3
2044459325;2136127216;4
2044459325;2142123371;2
2044459325;2146493423;1
2044501808;2038597015;2
2044501808;2617551377;1
2044540757;1965439592;3
2044540757;2121490158;1
2044540757;2156348716;2
2044586097;2223097837;4
2044586097;2224646057;2
2044586097;2229580878;3
2044586097;2674630584;1
2044593139;2311427693;1
2044643040;2487517988;1
2044643040;2535837449;2
2044664569;2559036033;1
2044741644;2059606583;3
2044741644;2112500926;4
2044741644;2597514406;1
2044741644;2806537591;2
2044747947;2618461940;2
2044747947;2658967573;3
2044747947;2668081587;1
2044813177;2136712921;2
2044813177;2159942493;3
2044813177;2677312354;1
2044873506;1241415255;1
2044873506;2176840109;5
2044873506;2424929565;2
2044873506;2595650216;4
2044873506;2664564575;3
2044874348;112734190;8
2044874348;2025690116;4
2044874348;2032999439;6
2044874348;2096601143;10
2044874348;2105450827;1
2044874348;2131680921;9
2044874348;2563607340;3
2044874348;2664985829;2
2044874348;2695926716;7
2044874348;2861409012;5
2044912510;2172226725;3
2044912510;2222687767;1
2044912510;2282384711;2
2044917130;2639937253;1
2044937624;217656027;1
2044937624;1976763668;6
2044937624;2086149710;2
2044937624;2105323317;3
2044937624;2122502592;7
2044937624;2122506644;5
2044937624;2300541680;4
2044986591;2122423217;3
2044986591;2228146035;1
2044986591;2255882521;2
2044988964;192858880;1
2044988964;2114023994;2
2044988964;2124116730;4
2044988964;2477337617;5
2044988964;2617013683;6
2044988964;2740557982;3
2044997478;2107182203;5
2044997478;2224296358;3
2044997478;2225128799;2
2044997478;2225245608;1
2044997478;2668436406;4
2045007131;10456596;3
2045007131;1995398862;2
2045007131;2709694787;1
2045155867;2038211396;5
2045155867;2041159029;6
2045155867;2134865345;4
2045155867;2150509385;2
2045155867;2432155769;3
2045155867;2481147003;1
2045173415;55389278;3
2045173415;105039074;1
2045173415;2154168464;4
2045173415;2158742305;2
2045188719;2021982590;2
2045188719;2213637608;1
2045192211;2042930245;4
2045192211;2074779695;1
2045192211;2124598526;3
2045192211;2132379856;6
2045192211;2152109649;5
2045192211;2292459903;2
2045192211;2489066916;7
2045200180;2152709933;3
2045200180;2304695543;1
2045200180;2649952645;2
2045203602;2095875996;1
2045214411;2155252595;1
2045214411;2226724383;2
2045214411;2430714040;3
2045252085;2139317975;3
2045252085;2169907319;1
2045252085;2857843044;2
2045325763;2625073495;2
2045325763;2674759012;1
2045325763;2710260159;3
2045335684;2131965044;1
2045335684;2666375799;2
2045345088;2016883442;2
2045345088;2489218852;1
2045348879;150930199;2
2045348879;1965507668;4
2045348879;1970770305;1
2045348879;1998742517;3
2045379806;1970812491;1
2045379806;1976664036;8
2045379806;2019038883;6
2045379806;2053877815;4
2045379806;2061687590;5
2045379806;2399537014;3
2045379806;2629380024;7
2045379806;2679949212;9
2045379806;2685820501;2
2045392215;1674173384;2
2045392215;2655259185;1
2045392954;1823277165;1
2045392954;2216049124;2
2045406619;2156458551;1
2045406619;2157537614;2
2045406619;2305314317;3
2045424267;259445165;1
2045424267;284725128;3
2045424267;2233421911;2
2045438006;1949341091;2
2045438006;2190062664;1
2045445472;2636272488;2
2045445472;2696451499;1
2045472572;2041331986;1
2045472572;2193023912;2
2045502737;93550233;1
2045502737;2073829820;2
2045502737;2102553641;4
2045502737;2136974592;3
2045502737;2225440374;5
2045502737;2226622214;6
2045542271;2127173222;5
2045542271;2152737564;8
2045542271;2224076668;3
2045542271;2225282265;1
2045542271;2295810206;2
2045542271;2564732780;4
2045542271;2570129322;7
2045542271;2634575902;6
2045585624;347101016;10
2045585624;900965627;6
2045585624;2037920963;8
2045585624;2135752517;9
2045585624;2143307189;11
2045585624;2151872783;4
2045585624;2154281770;1
2045585624;2161297722;5
2045585624;2161814306;7
2045585624;2190549940;2
2045585624;2296065211;12
2045585624;2303546466;3
2045588195;2108691129;3
2045588195;2263014701;4
2045588195;2755968992;1
2045588195;2756238975;2
2045646502;1979415021;1
2045646502;2047530042;4
2045646502;2168063043;2
2045646502;2433581310;3
2045660323;2122423217;4
2045660323;2135046354;1
2045660323;2139482179;3
2045660323;2429241395;2
2045664661;2103379500;3
2045664661;2225985730;4
2045664661;2303342733;5
2045664661;2676090083;1
2045664661;2710850918;2
2045691815;2111610653;2
2045691815;2491881122;1
2045750778;2304831139;2
2045750778;2532262772;1
2045761811;578529916;2
2045761811;2023759967;1
2045761811;2262044285;3
2045778155;2265984374;1
2045778155;2420520153;3
2045778155;2717039527;2
2045812193;324315357;6
2045812193;1843672800;3
2045812193;1996455674;5
2045812193;2119605999;2
2045812193;2128449570;4
2045812193;2618107017;1
2046007741;1722294012;1
2046007741;1999882937;2
2046007741;2110385964;3
2046021865;2605010740;2
2046021865;2656376770;3
2046021865;2662138844;4
2046021865;2706375371;1
2046056162;1129668388;3
2046056162;1963209194;1
2046056162;2886454047;2
2046087034;1220225717;2
2046087034;2894667931;1
2046123750;731641310;3
2046123750;2159265358;1
2046123750;2893822444;2
2046143472;2643400320;1
2046230486;2114241552;2
2046230486;2677069794;1
2046230486;2677069794;1
2046252734;2099365047;1
2046252734;2144192189;2
2046253222;387590160;4
2046253222;2040156391;5
2046253222;2102999437;3
2046253222;2125581465;1
2046253222;2533671397;2
2046305401;2676222217;4
2046335903;2009643342;3
2046335903;2118078281;2
2046335903;2142489200;1
2046335903;2810773044;4
2046336997;2098295389;3
2046336997;2101266097;2
2046336997;2111177146;1
2046336997;2201441985;5
2046336997;2629762833;4
2046346764;228345510;1
2046346764;2526137253;2
2046352011;2633296124;1
2046357428;322212130;7
2046357428;1207871796;3
2046357428;2041415188;6
2046357428;2137381897;4
2046357428;2343197086;2
2046357428;2344498194;1
2046357428;2621616871;5
2046362097;2063513864;1
2046372050;242315540;2
2046372050;349917418;1
2046372050;2559945802;3
2046475182;2231338345;1
2046475182;2557664193;3
2046475182;2662356170;2
2046485931;1536378997;6
2046485931;1941285494;2
2046485931;1988251763;1
2046485931;2093521308;4
2046485931;2311590622;5
2046485931;2569941015;3
2046539769;290449212;2
2046539769;2228110707;1
2046565787;2227585155;1
2046579704;2128525889;4
2046579704;2489186952;3
2046579704;2668091838;1
2046579704;2749180233;2
2046591691;2099710748;2
2046591691;812785017;1
2046591691;2117564997;3
2046591691;2777699216;4
2046591691;2885292108;5
2046661515;346630983;2
2046661515;2118684516;1
2046661515;2123467755;3
2046661515;2290426758;4
2046661515;2704424816;5
2046700002;2600805168;1
2046701978;2104966196;2
2046701978;2149917390;1
2046701978;2222015283;3
2046751106;1971854439;3
2046751106;2027154195;1
2046751106;2119703878;4
2046751106;2142812457;2
2046832287;2122423217;3
2046832287;2164010038;2
2046832287;2892934291;1
2046885375;2209975384;2
2046885375;2230828401;1
2046917102;1837335512;2
2046917102;2224309030;1
2046923913;400323076;1
2046927964;2102424472;2
2046927964;2151569009;1
2046927964;2162237831;3
2046933226;2027525216;1
2046933226;2122423217;2
2046941175;2006898673;3
2046941175;2118429802;2
2046941175;2168089168;1
2046941175;2705069758;4
2046941175;2807360147;5
2046959166;2432238945;2
2046959166;2152592038;1
2046985480;1948471851;13
2046985480;1969180264;7
2046985480;1975257395;8
2046985480;1987477479;5
2046985480;2019985323;1
2046985480;2093441474;10
2046985480;2104476252;9
2046985480;2134375412;3
2046985480;2157861543;12
2046985480;2162568213;14
2046985480;2188146375;6
2046985480;2229222332;11
2046985480;2434780404;4
2046985480;2657572911;2
2047000830;52914454;2
2047000830;2642645666;1
2047041745;2342166616;2
2047041745;2558482274;1
2047051516;1645320383;3
2047051516;1992074322;2
2047051516;2579268217;1
2047068494;2099641897;2
2047068494;2138249806;1
2047068494;2166341251;4
2047068494;2169748419;3
2047108174;2368850339;2
2047108174;2373349414;3
2047108174;2651123299;1
2047108174;2716694243;4
2047137884;43024614;1
2047137884;1918427156;3
2047137884;2097724689;4
2047137884;2105172869;2
2047137884;2169669566;5
2047257058;2114031719;1
2047257058;2139325949;2
2047294692;2641895713;1
2047294692;2646375407;2
2047302249;1248016498;5
2047302249;2224813170;1
2047302249;2227877562;3
2047302249;2228202490;4
2047302249;2566518473;2
2047346969;2479043100;1
2047372079;1862245032;1
2047372079;2232595241;3
2047372079;2712745287;2
2047438331;1496734500;1
2047438331;2307333571;2
2047438331;2309146137;3
2047459141;29013732;4
2047459141;1584871185;5
2047459141;2116214042;3
2047459141;2153979532;1
2047459141;2171656163;6
2047459141;2618943352;2
2047488972;2139317975;5
2047488972;2148914699;1
2047488972;2222737077;4
2047488972;2300098384;3
2047488972;2676548215;2
2047503975;2101266097;1
2047503975;2122423217;3
2047503975;2226734594;2
2047513981;1936032718;2
2047513981;2439170079;1
2047513981;2466297968;3
2047523464;2131595396;3
2047523464;2165894410;4
2047523464;2196612708;2
2047523464;2636253987;1
2047528076;302367372;2
2047528076;2154015474;1
2047528076;2169083300;3
2047569231;65701792;5
2047569231;2271983835;4
2047569231;2396567835;3
2047569231;2397047998;1
2047569231;2648960406;2
2047571121;1149095254;1
2047571121;2053641570;3
2047571121;2153267098;2
2047598129;29013732;5
2047598129;2099886988;6
2047598129;2116214042;3
2047598129;2158146757;1
2047598129;2223146649;2
2047598129;2827520780;4
2047609732;2638420037;1
2047629859;2228233788;1
2047629859;2231787788;2
2047631648;1935991083;1
2047631648;2226162882;4
2047631648;2257569313;5
2047631648;2668410482;2
2047631648;2690715803;3
2047644617;1976878245;1
2047644617;2036860373;3
2047644617;2068916923;4
2047644617;2311950642;2
2047698366;2232013583;1
2047698366;2690624971;2
2047751424;2222969918;3
2047751424;2229501623;2
2047751424;2230710363;6
2047751424;2422696812;4
2047751424;2664356124;1
2047751424;2712443421;5
2047752105;1602415457;1
2047752105;2158734040;5
2047752105;2230931838;6
2047752105;2232100244;3
2047752105;2290882458;2
2047752105;2296898667;4
2047752816;2030039896;3
2047752816;2110385964;2
2047752816;2136498732;1
2047768906;2654360468;2
2047768906;2712246169;1
2047829267;261931919;1
2047837435;320580537;1
2047837435;620960263;3
2047837435;1975253407;2
2047844315;2616948158;1
2047887643;2118827140;1
2047887643;2662996805;2
2048042010;148094464;3
2048042010;2296684629;4
2048042010;2608264944;2
2048042010;2692644362;1
2048055367;2114031719;1
2048078898;2148611585;1
2048099528;2005589281;2
2048099528;2118199879;3
2048099528;2141598061;1
2048099528;2160211199;4
2048099528;2179095091;5
2048107685;2023608286;2
2048107685;2056114343;1
2048148008;2480316071;2
2048148008;2805637791;1
2048154622;2045574903;4
2048154622;2102556358;2
2048154622;2130688711;5
2048154622;2143523044;3
2048154622;2617414972;1
2048176942;2002989030;1
2048197416;2098057956;3
2048197416;2161814002;1
2048197416;2165267828;2
2048214682;1185916067;2
2048214682;2029361644;1
2048214682;2282891647;3
2048214682;2794079080;4
2048232976;2156417378;1
2048279150;2636022870;3
2048279150;2639610904;1
2048279150;2671303838;4
2048279150;2673919961;2
2048292745;1245317053;1
2048292745;2322449159;2
2048329246;144151688;3
2048329246;238556651;2
2048329246;2068005238;4
2048329246;2147672211;5
2048329246;2618035015;1
2048333653;2663278230;1
2048389037;1275326801;2
2048389037;2123408939;1
2048389037;2226632196;3
2048394881;2080757968;2
2048394881;2231080265;1
2048436596;2231397934;5
2048436596;2279507181;2
2048436596;2324376506;1
2048436596;2425046608;4
2048436596;2903489972;3
2048477026;2048379031;2
2048477026;2222894838;1
2048480717;1991861349;2
2048480717;2072823251;1
2048480717;2130941901;3
2048481667;36403351;2
2048481667;2660740316;1
2048497617;2764565227;1
2048502394;2057734886;1
2048502394;2080718639;2
2048502394;2125801189;5
2048502394;2131279123;6
2048502394;2441822751;3
2048502394;2651351469;4
2048554733;2688661666;1
2048625949;2059445978;1
2048625949;2059445978;1
2048625949;2067062983;2
2048625949;2147735823;3
2048625949;2307119332;4
2048658653;1972210605;1
2048686490;2153953800;1
2048686490;2223675154;2
2048687778;81737176;2
2048687778;2055404930;1
2048687778;2432022938;3
2048687778;2478756366;4
2048715424;276335343;3
2048715424;2174812656;1
2048715424;2299857669;2
2048729382;1981805851;2
2048729382;2304511575;3
2048729382;2657548071;1
2048729382;2666604849;4
2048769935;2671835420;2
2048809861;2434131336;1
2048852993;2235673501;1
2048893999;158266129;3
2048893999;1965247287;1
2048893999;2301366985;2
2048905912;2115000563;2
2048905912;2115036783;3
2048905912;2140022242;1
2048935447;100176519;3
2048935447;2091577687;2
2048935447;2180146526;1
2048994755;2080434684;2
2048994755;2099507751;3
2048994755;2125254115;4
2048994755;2638056799;1
2049004919;2107551293;1
2049004919;2295417702;2
2049012614;2030366862;1
2049012614;2138034755;2
2049034474;2106630185;1
2049050848;2174142925;1
2049077029;2004815623;8
2049077029;2027540342;3
2049077029;2126739239;6
2049077029;2164426663;4
2049077029;2165832474;2
2049077029;2230545238;5
2049077029;2472546279;7
2049084980;2001784400;1
2049084980;2222231860;2
2049084980;2709312612;3
2049090463;43011052;1
2049090463;91434165;7
2049090463;1989483876;5
2049090463;2044057687;6
2049090463;2078443622;2
2049090463;2088480506;3
2049090463;2112385030;4
2049110443;2008794909;4
2049110443;2039767014;2
2049110443;2073799784;1
2049110443;2810661989;3
2049120005;1493428821;6
2049120005;2102560263;7
2049120005;2115424898;1
2049120005;2134455534;9
2049120005;2170888008;5
2049120005;2319304849;8
2049120005;2477401580;2
2049120005;2696293958;4
2049120005;2764447387;3
2049128669;2660652245;1
2049128669;2702286994;2
2049128669;2724003133;3
2049176831;1894151451;5
2049176831;2001414715;3
2049176831;2098746256;1
2049176831;2294360664;4
2049176831;2803611537;2
2049182144;2119186132;1
2049182144;2135219257;3
2049182144;2143064211;2
2049216875;1968867393;1
2049216875;1986908869;3
2049216875;2003580409;2
2049254896;2629622699;2
2049254896;2664316196;1
2049254896;2691341284;3
2049299743;42252880;3
2049299743;2110633287;1
2049299743;2119727846;2
2049299743;2236259790;4
2049320197;2671494730;1
2049320197;2677745359;2
2049324327;2654223627;2
2049324327;2658343803;1
2049348791;722890694;2
2049348791;2170156463;1
2049348791;2338556175;3
2049362856;1230612156;1
2049362856;2080031344;3
2049362856;2117351954;4
2049362856;2584704644;2
2049390536;268351398;7
2049390536;330396114;4
2049390536;2047568099;1
2049390536;2113093714;6
2049390536;2133470165;2
2049390536;2229753324;3
2049390536;2562277825;5
2049410826;2173309013;1
2049434734;2111339721;2
2049434734;2227591983;1
2049434734;2302606349;3
2049440534;2116733082;1
2049617222;2106036007;4
2049617222;2581579302;1
2049617222;2665690936;3
2049617222;2687587602;2
2049652219;396324943;2
2049652219;1907586488;3
2049652219;2095895658;1
2049652219;2106794147;4
2049652219;2571495213;5
2049665576;2171664270;1
2049744854;2703786954;1
2049765837;1966666023;2
2049765837;2000084066;3
2049765837;2172548499;1
2049772588;2003192628;3
2049772588;2425692127;1
2049772588;2569692156;2
2049798998;2053803223;2
2049798998;2686778373;1
2049805557;265310828;2
2049805557;2701697384;1
2049837784;2125015979;2
2049837784;2191953332;1
2049919446;2056263244;6
2049919446;2139325949;3
2049919446;2147417213;2
2049919446;2163374114;1
2049919446;2180854151;5
2049919446;2803437629;4
2049964063;2639929635;1
2049964063;2642070855;3
2049964063;2644565523;2
2049964063;2689637416;4
2050016780;2310998292;1
2050016780;2636841715;2
2050122903;2696218877;1
2050145352;2127473951;1
2050145352;2790951095;2
2050159709;2108646435;1
2050159709;2112113948;3
2050159709;2117433703;6
2050159709;2227054459;4
2050159709;2533308329;5
2050159709;2689351159;2
2050160334;1955176347;2
2050160334;1964276192;3
2050160334;2797941730;1
2050195264;2222289167;1
2050195264;2533263244;2
2050283963;2057155413;2
2050283963;2102290556;5
2050283963;2124331617;4
2050283963;2140258171;1
2050283963;2749405702;3
2050440959;188290536;4
2050440959;391330844;5
2050440959;1986355708;3
2050440959;2124870467;1
2050440959;2168152499;2
2050440959;2289128761;6
2050488527;213850259;2
2050488527;2162455877;1
2050570506;2225022781;1
2050597670;2112198942;1
2050597670;2672001904;2
2050651467;1990027582;5
2050651467;2105838160;4
2050651467;2145008111;1
2050651467;2306150273;2
2050651467;2322066547;3
2050659203;2120626338;1
2050669199;2644317429;2
2050669199;2718235859;1
2050674259;226616319;2
2050674259;2155843599;1
2050674259;2779252402;3
2050680319;2120527611;2
2050680319;2131371111;1
2050695566;2562215456;2
2050695566;2564069795;3
2050695566;2567524244;4
2050695566;2635030364;1
2050753795;1879266857;4
2050753795;2096164459;2
2050753795;2103608908;1
2050753795;2111177146;3
2050753795;2122423217;6
2050753795;2153421060;7
2050769281;2223203419;2
2050769281;2231960301;3
2050769281;2360343609;1
2050769281;2443955760;4
2050865070;2439042079;1
2050865070;2608887836;2
2050873586;2161103280;1
2050873586;2707916233;2
2050906948;28845617;4
2050906948;114668044;6
2050906948;1967004481;7
2050906948;2037335173;5
2050906948;2085230014;2
2050906948;2274005231;1
2050906948;2797776470;3
2050980365;200207538;2
2050980365;2659038746;1
2051001151;2109541878;7
2051001151;2130677377;3
2051001151;2171357894;5
2051001151;2225859318;1
2051001151;2434321006;9
2051001151;2465015803;4
2051001151;2622033148;2
2051001151;2687251968;6
2051001151;2689261245;8
2051091946;1206430975;5
2051091946;1994689108;1
2051091946;2228194973;4
2051091946;2361043003;2
2051091946;2423239033;3
2051091946;2436027153;6
2051123947;1976763668;3
2051123947;2104245969;1
2051123947;2143307189;4
2051123947;2161814306;5
2051123947;2235148790;6
2051123947;2335005486;2
2051182257;2223174716;3
2051182257;2232427815;1
2051182257;2668742260;2
2051184647;2430701573;3
2051184647;2440577277;4
2051184647;2492236151;1
2051184647;2721508271;2
2051220291;2226964238;4
2051220291;2230757393;1
2051220291;2433456074;3
2051220291;2493366579;2
2051283694;2153710278;3
2051283694;2169554947;1
2051283694;2600447970;2
2051297009;170072994;2
2051297009;1893313600;3
2051297009;2116217061;1
2051297009;2150576810;5
2051297009;2344545790;4
2051329431;154171363;1
2051329431;2306524767;3
2051329431;2311397793;2
2051329431;2547626509;4
2051359540;757219187;1
2051359540;2138334898;3
2051359540;2306221428;2
2051389453;524095022;1
2051389453;1977065049;3
2051389453;2481795343;4
2051389453;2690139997;2
2051392866;2110479446;1
2051392866;2608847777;2
2051432370;2231438088;1
2051432370;2496761606;2
2051432370;2648972721;4
2051432370;2686890707;3
2051459563;2441755230;1
2051545432;2014837144;3
2051545432;2062627674;2
2051545432;2094981999;1
2051548998;192202707;3
2051548998;2222290911;1
2051548998;2621444277;2
2051553780;2075912334;2
2051574917;8677687;3
2051574917;2044057687;2
2051574917;2054677237;1
2051574917;2083449707;6
2051574917;2133237204;4
2051574917;2146164273;5
2051574917;2503966372;7
2051627298;697485824;2
2051627298;2121628657;4
2051627298;2151532059;1
2051627298;2304426346;3
2051643694;2140068671;1
2051664537;731054299;3
2051664537;2115647722;1
2051664537;2155663813;4
2051664537;2778691398;2
2051685746;1991422422;1
2051685746;2162065724;2
2051685933;697485824;2
2051685933;2060668786;6
2051685933;2133175925;1
2051685933;2144365062;3
2051685933;2209779839;7
2051685933;2361102097;4
2051685933;2438035096;5
2051732410;2192955284;1
2051732410;2704422549;3
2051732410;2707938668;2
2051732410;2716523848;4
2051754112;229534893;6
2051754112;1243352229;3
2051754112;2048481453;5
2051754112;2122528342;2
2051754112;2397107097;1
2051754112;2437706487;4
2051758974;1990460628;2
2051758974;2635095948;1
2051767208;2127110580;2
2051767208;2167472142;1
2051767208;2613073306;3
2051791481;2100361812;3
2051791481;2158317688;2
2051791481;2524587813;1
2051821790;2425378061;1
2051821790;2665013881;3
2051821790;2687938215;2
2051821790;2725779235;4
2051861005;2245622385;1
2051939396;279507678;2
2051939396;2107581881;1
2051939396;2900853428;3
2051947015;1971019081;3
2051947015;2031612188;2
2051947015;2401363704;1
2051982341;1973034553;9
2051982341;1989908215;2
2051982341;2132979126;10
2051982341;2152262142;6
2051982341;2304375107;4
2051982341;2312178307;1
2051982341;2513281027;3
2051982341;2535331240;7
2051982341;2537203677;8
2051982341;2653763588;5
2052074039;177686970;4
2052074039;301152254;3
2052074039;1970934662;1
2052074039;2308382339;2
2052074039;2585600546;5
2052080226;2090799159;4
2052080226;2145295278;3
2052080226;2165149858;2
2052080226;2302789605;1
2052098638;2021116200;2
2052098638;2116398688;3
2052098638;2226004441;1
2052098638;2345002719;4
2052116430;2116373138;5
2052116430;2253550388;1
2052116430;2310413549;3
2052116430;2589056251;2
2052116430;2689724697;4
2052141146;2646757799;1
2052141146;2717978630;2
2052146188;2054317790;1
2052146188;2103000277;6
2052146188;2189761723;2
2052146188;2217443843;3
2052146188;2241398867;5
2052146188;2287282444;4
2052156403;1833644239;3
2052156403;2056495649;1
2052156403;2083449707;4
2052156403;2645700240;2
2052156951;2148969126;6
2052184981;2262691394;1
2052185206;320307565;2
2052185206;2128776480;1
2052221015;1199015435;2
2052221015;2082855436;1
2052221015;2153203729;3
2052280110;1921229540;6
2052280110;2026523493;3
2052280110;2059638160;5
2052280110;2114517036;7
2052280110;2115450260;1
2052280110;2163895896;2
2052280110;2622604636;4
2052334475;2171308141;1
2052334475;2631307311;2
2052334475;2645501476;3
2052356596;309598184;4
2052356596;2073306027;3
2052356596;2135375555;1
2052356596;2183957810;2
2052390863;2101428169;1
2052398640;2039389676;1
2052398640;2682213054;2
2052433323;2103237498;5
2052433323;2118992373;1
2052433323;2277675795;4
2052433323;2637566000;3
2052433323;2666154109;2
2052434846;2303109126;4
2052434846;2628311286;3
2052434846;2643403223;2
2052434846;2678731666;1
2052475517;2228525904;1
2052475517;2311123940;3
2052475517;2685876659;4
2052475517;2710204017;2
2052490526;2148453419;4
2052490526;2225219054;5
2052490526;2226746325;2
2052490526;2227562816;6
2052490526;2229062451;1
2052490526;2230744361;3
2052507190;2083449707;2
2052507190;2137421140;1
2052511481;2137524282;2
2052511481;2193023912;1
2052528151;165365151;4
2052528151;2051482105;6
2052528151;2101599422;5
2052528151;2171545611;1
2052528151;2259002001;2
2052528151;2776341792;3
2052559767;2094581924;2
2052559767;2128129399;1
2052559767;2643554199;3
2052614224;2106020770;2
2052614224;2516670494;1
2052618304;1959427859;1
2052618304;2135515829;2
2052618304;2222249445;3
2052618304;2228978840;4
2052666129;1236906103;3
2052666129;1975963237;2
2052666129;2303928064;1
2052677055;175699300;1
2052677055;2140301036;3
2052677055;2229821340;2
2052681721;432232642;7
2052681721;1990057575;2
2052681721;1991080768;3
2052681721;2042247503;5
2052681721;2138902113;4
2052681721;2175147171;6
2052681721;2311001869;1
2052759114;1966631153;4
2052759114;2102172331;1
2052759114;2155062495;3
2052759114;2471229198;2
2052759737;2098974055;3
2052759737;2229976009;1
2052759737;2634170568;2
2052791563;2082712981;4
2052791563;2101761023;1
2052791563;2103237498;6
2052791563;2686495977;3
2052791563;2776540952;2
2052791563;2802055603;5
2052795114;1977526234;1
2052795114;2214997370;2
2052795114;2306666466;3
2052803671;292763514;3
2052803671;2128554336;5
2052803671;2168741972;1
2052803671;2491434068;4
